,movie,year,rate,votes,description,genre,minutes,director
469,Malditos vecinos 2,2016,5.7,96334,"    When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.","
Comedy            ",92,Nicholas Stoller
470,Luke Cage,2016– ,7.5,96063,"    When a sabotaged experiment gives him super strength and unbreakable skin, Luke Cage becomes a fugitive attempting to rebuild his life in Harlem and must soon confront his past and fight a battle for the heart of his city.","
Action, Crime, Drama            ",55,Mike Colter
471,Dirty Grandpa,2016,5.9,95112,"    Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.","
Comedy            ",102,Dan Mazer
472,Malas madres,2016,6.2,94532,"    When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.","
Comedy            ",100,Jon Lucas
473,Nunca apagues la luz,II 2016,6.3,94007,"    Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.","
Horror            ",81,David F. Sandberg
474,The Night Of,2016,8.6,91788,"    After a night of partying with a woman he picked up, a man wakes up to find her stabbed to death and is charged with her murder.","
Crime, Drama            ",60,Riz Ahmed
475,Dioses de Egipto,2016,5.4,90007,"    Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.","
Action, Adventure, Fantasy            ",127,Alex Proyas
476,La serie Divergente: Leal,2016,5.7,88586,"    After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them.","
Action, Adventure, Mystery            ",120,Robert Schwentke
477,El fundador,2016,7.2,87651,"    The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.","
Biography, Drama, History            ",115,John Lee Hancock
478,La quinta ola,2016,5.2,86530,"    Four waves of increasingly deadly alien attacks have left most of Earth decimated. Cassie is on the run, desperately trying to save her younger brother.","
Action, Adventure, Sci-Fi            ",112,J Blakeson
479,Swiss Army Man,2016,7.0,84594,    A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.,"
Adventure, Comedy, Drama            ",97,Dan Kwan
480,¿Tenía que ser él?,2016,6.2,84061,    A holiday gathering threatens to go off the rails when Ned Fleming realizes that his daughter's Silicon Valley millionaire boyfriend is about to pop the question.,"
Comedy            ",111,John Hamburg
481,Money Monster,2016,6.5,82788,    Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes them and their crew as hostage.,"
Crime, Drama, Thriller            ",98,Jodie Foster
482,Las crónicas de Blancanieves: El cazador y la reina del hielo,2016,6.1,82262,"    Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.","
Action, Adventure, Drama            ",114,Cedric Nicolas-Troyan
483,A la caza de los ñumanos,2016,7.9,80120,    A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,"
Adventure, Comedy, Drama            ",101,Taika Waititi
484,Fences,2016,7.2,79524,"    A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.","
Drama            ",139,Denzel Washington
485,Silencio,I 2016,7.2,79444,"    In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.","
Adventure, Drama, History            ",161,Martin Scorsese
486,Agente contrainteligente,2016,6.2,77784,    A new assignment forces a top spy to team up with his football hooligan brother.,"
Action, Adventure, Comedy            ",83,Louis Leterrier
487,Al filo de los diecisiete,2016,7.4,77585,"    High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.","
Comedy, Drama            ",104,Kelly Fremon Craig
488,Election: La noche de las bestias,2016,6.0,74712,"    Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.","
Action, Horror, Sci-Fi            ",108,James DeMonaco
489,Alicia a través del espejo,2016,6.2,73830,    Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.,"
Adventure, Family, Fantasy            ",113,James Bobin
490,Ninja Turtles: Fuera de las sombras,2016,6.0,73731,"    After facing Shredder, who has joined forces with mad scientist Baxter Stockman and henchmen Bebop and Rocksteady to take over the world, the Turtles must confront an even greater nemesis: the notorious Krang.","
Action, Adventure, Comedy            ",112,Dave Green
491,DC's Legends of Tomorrow,2016– ,6.9,72904,"    Time-traveling rogue Rip Hunter has to recruit a rag-tag team of heroes and villains to help prevent an apocalypse that could impact not only Earth, but all of time.","
Action, Adventure, Drama            ",42,Brandon Routh
492,Belleza oculta,2016,6.8,72361,"    Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.","
Drama, Romance            ",97,David Frankel
493,The Crown,2016– ,8.7,71192,    Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century.,"
Drama, History            ",58,Claire Foy
494,Mike y Dave buscan rollo serio,2016,6.0,70719,"    Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo.","
Adventure, Comedy, Romance            ",98,Jake Szymanski
495,Mejor... solteras,2016,6.1,70590,    A group of young adults navigate love and relationships in New York City.,"
Comedy, Drama, Romance            ",110,Christian Ditter
496,Día de patriotas,2016,7.4,70052,"    The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.","
Action, Crime, Drama            ",133,Peter Berg
497,Sing Street,2016,8.0,69844,    A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,"
Comedy, Drama, Music            ",106,John Carney
498,Resident Evil: El capítulo final,2016,5.6,69671,"    Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.","
Action, Horror, Sci-Fi            ",107,Paul W.S. Anderson
499,Hush,I 2016,6.6,68232,    A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.,"
Horror, Thriller            ",82,Mike Flanagan
500,La doncella,2016,8.1,67817,"    A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.","
Drama, Romance, Thriller            ",144,Chan-wook Park
501,The Neon Demon,2016,6.2,67634,"    An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister.","
Horror, Thriller            ",117,Nicolas Winding Refn
502,Contratiempo,2016,8.1,67016,"    While the clock is ticking, with the aid of a witness preparation expert, a successful entrepreneur accused of murder has less than three hours to come up with an impregnable defence.","
Crime, Mystery, Thriller            ",106,Oriol Paulo
503,Riverdale,2016– ,7.6,66751,"    A subversive take on Archie and his friends, exploring small town life, the darkness and weirdness bubbling beneath Riverdale's wholesome facade.","
Crime, Drama, Mystery            ",45,K.J. Apa
504,Angry Birds: La película,2016,6.3,66553,"    Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.","
Animation, Action, Adventure            ",97,Clay Kaytis
505,La autopsia de Jane Doe,2016,6.8,65721,"    A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.","
Horror, Mystery, Thriller            ",86,André Øvredal
506,Midnight Special,2016,6.6,65613,"    A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.","
Action, Drama, Mystery            ",112,Jeff Nichols
507,Mi amigo el gigante,2016,6.4,65480,"    An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.","
Adventure, Family, Fantasy            ",117,Steven Spielberg
508,Un monstruo viene a verme,2016,7.5,65260,    A boy seeks the help of a tree monster to cope with his single mother's terminal illness.,"
Animation, Drama, Fantasy            ",108,J.A. Bayona
509,This Is Us,2016– ,8.8,64913,"    A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.","
Comedy, Drama, Romance            ",45,Milo Ventimiglia
510,La cura del bienestar,2016,6.4,64857,"    An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.","
Drama, Fantasy, Horror            ",146,Gore Verbinski
